,effect,cause
44,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
45,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0"
46,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0"
47,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0"
48,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0"
49,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1"
50,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1"
51,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1"
52,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0"
53,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1"
54,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0"
55,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0"
56,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
57,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
58,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
59,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
60,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
61,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
62,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2"
63,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
64,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
65,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
66,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
67,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0"
68,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0"
69,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0"
70,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
71,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
72,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
73,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
74,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
75,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
76,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
77,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
78,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
79,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
80,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
81,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
82,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_0"
83,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
84,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
85,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
86,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
87,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
88,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
89,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
90,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
91,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
92,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
93,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
94,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
95,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
96,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
97,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
98,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0"
99,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0"
100,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
101,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
102,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1"
103,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
104,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
105,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
106,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
107,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
108,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0"
109,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
110,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
111,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
112,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
113,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
114,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
115,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
116,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
117,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
118,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
119,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
120,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
121,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
122,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
123,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
124,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
125,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
126,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
127,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
128,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
129,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
130,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
131,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
132,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
133,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
134,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
135,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
136,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0"
137,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
138,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
139,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
140,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
141,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
142,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
143,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
144,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
145,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
146,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
147,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
148,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
149,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
150,PM10_3,"TEMP_0, PRES_0, DEWP_0, RAIN_0, WSPM_0"
151,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
152,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
153,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
154,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
155,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
156,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
157,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
158,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
159,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
160,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
161,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
162,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
163,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
164,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
165,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
166,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
167,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
168,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
169,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
170,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
171,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
172,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
173,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
174,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
175,PM10_0,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
176,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
177,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
178,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
179,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
180,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
181,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
182,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
183,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
184,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
185,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
186,PM10_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
187,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
188,PM10_1,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
189,PM10_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
190,PM10_0,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
191,PM10_1,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
192,PM10_1,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
193,PM10_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
194,PM10_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
195,PM10_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
196,PM10_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
197,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
198,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
199,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
200,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
201,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
202,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2"
203,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2"
204,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2"
205,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2"
206,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2"
207,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
208,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2"
209,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2"
210,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
211,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2"
212,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2"
213,PM10_1,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
214,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
215,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
216,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
217,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
218,PM10_0,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0"
219,PM10_0,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0"
220,PM10_0,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0"
221,PM10_1,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0"
222,PM10_0,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0"
223,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
224,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
225,PM10_1,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
226,PM10_1,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
227,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
228,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
229,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
230,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
231,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
232,PM10_1,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
233,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
234,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
235,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
236,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
237,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
238,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
239,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
240,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
241,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
242,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
243,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
244,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
245,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0"
246,PM10_3,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1"
247,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
248,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
249,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
250,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
251,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
252,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
253,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
254,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
255,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
256,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
257,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
258,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
259,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
260,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
261,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
262,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
263,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
264,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
265,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
266,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
267,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
268,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
269,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
270,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_0"
271,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1"
272,PM10_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
273,PM10_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
274,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
275,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
276,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
277,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
278,PM10_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
279,PM10_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
280,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
281,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
282,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
283,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
284,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
285,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
286,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
287,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
288,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
289,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
290,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
291,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
292,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
293,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
294,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
295,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
296,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
297,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
298,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
299,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
300,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
301,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
302,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
303,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
304,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
305,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
306,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
307,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
308,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
309,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
310,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
311,PM10_1,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
312,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
313,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
314,PM10_1,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
315,PM10_1,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1"
316,PM10_1,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1"
